-30,,-25,,-10,,0,,25,,45,,65,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.198249315,483.5044386,2.20077207,806.296599,2.201176016,1985.87762,2.200471016,2596.200052,3.805103435,3807.508436,2.999681416,2579.761177,3.805263489,3889.66947
2.602602782,968.2845455,2.599637973,1390.793658,2.601364269,2276.959089,2.598136515,2564.489361,3.408097206,3205.422114,3.406489045,3352.121572,3.406477612,3346.252927
3.00337409,1558.666922,3.003934279,1846.230539,3.006788574,2339.213411,3.005008927,2397.883191,3.003309306,2497.633488,3.807088866,3854.47427,3.001712577,2650.201592
3.404053938,2102.100137,3.406679585,2477.710104,3.401637886,2806.304221,3.411519312,3017.658811,2.602324593,2769.925289,2.203256717,3053.971053,2.602313161,2764.056644
3.802382518,2410.770869,3.80715365,2915.507705,3.810087973,3449.571093,3.812313485,3619.778478,2.201351313,3048.085736,2.602290296,2752.319353,2.206953201,3007.055236
